⍨ |,german,english,hungarian,type,date,score,labels,notes
h,"um|fahren, umfuhr, umgefahren, umfährst, umfährt",to go round / around sth.,megkerülni (fizikálisan),verb,2015-04-21,5,,
s,um|fallen,to fall over,eldőlni,verb,2015-05-03,5,,
h,"um|gehen, umging, umgegangen + mit (D) + adjective",to handle sth somehow,kezelni vmit vhogy,verb,2014-05-03,5,,
h,"um|schreiben, umschrieb, umgeschrieben",to rewrite; to paraphrase,átírni,verb,2014-10-15,5,,
s,um|setzen,to implement; to transform; to translate; to convert; to transpose,bevételt csinálni,verb,2015-02-07,5,,
h,"umarmen, umarmte, umarmt","to embrace, to hug",megölelni,verb,2014-05-07,5,,
h,"umfahren, umfuhr, umgefahren, umfährst, umfährt",to bypass,megkerülni (átvitten),verb,2014-06-04,5,,
h,"umgehen, umging, umgegangen","to elude, to avoid",elkerülni; kijátszani,verb,2014-05-01,5,,
s,umkippen,to faint; to overturn,eldőlni; felborítani,verb,2014-08-03,5,,
h,umkippen + (A),to knock sth over,eldönteni (fizikailag),verb,2014-05-07,5,,
h,umkreisen + (A),"to circle, to orbit",körözni vmi körül,verb,2015-05-03,5,,
h,umwandeln,"to convert, to cast",megváltoztat; transzformál,verb,2014-10-10,5,,
s,"unfreundlich sein, bin, bist, ist, sein, seid, sein, waren, gewesen + zu (D)",to be friendly with sb,vkivel barátságtalannak lenni,verb,2014-10-11,5,,
s,unkippen,"to upset sth, to overturn; to faint",eldőlni; elájulni,verb,2014-10-20,5,,
h,Unsinn machen,to do sth stupid,baromságot csinálni; megfontolatlanság,verb,2014-10-15,5,,
s,"unten sein, bin, bist, ist, sein, seid, sein, waren, gewesen",to be downstairs,lent lenni (fiz.),verb,2015-02-06,5,,
s,unter|gehen,"to sink; to go down; to die out; to set (sun, moon, etc.)","elsüllyedni (vízben); kipusztulni; elpusztulni; lemenni, lebukni (nap)",verb,2015-05-03,5,,
h,unterbrechen,to interrupt; to disrupt,félbeszakítani; megszakítani,verb,2015-05-03,5,,
h,"unterbringen, unterbrachte, untergebracht",to accommodate,"elhelyezni vkit vhol, helyet találni",verb,2014-05-07,5,,
h,unterdrücken,to suppress,"elnyomni, elfojtani",verb,2014-05-10,5,,
s,"unterkommen, unterkam, untergekommen",to find accommodation; to find job,megszállni; állást találni; bekerülni,verb,2014-07-14,5,,
h,unterlegen,"to underlay, to put under",aláfektetni,verb,2014-05-07,5,,
h,"unternehmen, unternahm, unternommen, unternimmst, unternimmt",to start; to embark on,vállalkozni; csinálni vmit (szabadidőben); tenni vmit,verb,2014-05-07,5,,
h,unterrichten,"to teach, to school; to inform",tanítani,verb,2014-05-09,5,,
h,unterschätzen,to underestimate,alábecsülni,verb,2015-03-30,5,,
h,"unterscheiden, unterschied, unterschieden",to distinguish,megkülönböztetni,verb,2014-05-01,5,,
h,"unterscheiden, unterschied, unterschieden + sich (A)",to be distinguished,különbözni,verb,2014-05-01,5,,
h,"unterschreiben, untergeschrieb, untergeschrieben",to sign,aláírni,verb,2014-05-07,5,,
h,untersuchen,"to examine, to investigate",kivizsgálni,verb,2014-05-01,5,,
s,"unterwegs sein, bin, bist, ist, sein, seid, sein, waren, gewesen",to be on the way; to be on the road,úton lenni; útban lenni (vhova),verb,2015-02-06,5,,
h,urteilen,to judge,ítélni; ítélni,verb,2015-03-09,5,,
h,verabreden + sich (A),to arrange,találkozót megbeszélni,verb,2014-05-01,5,,
s,"verabredet sein, bin, bist, ist, sein, seid, sein, waren, gewesen + mit (D)",to have an appointment with sb,vkivel találkozót megbeszélve lenni,verb,2014-10-18,5,,
h,verabschieden,to dismiss; to see off,búcsúztatni,verb,2014-05-24,5,,
h,verabschieden + sich (A),to say goodbye,búcsúzni,verb,2014-05-24,5,,
h,verändern,to change,megváltoztatni,verb,2014-05-08,5,,
h,verankern,to anchor,"rögzíteni, lerögzíteni, lehorgonyozni",verb,2014-09-17,5,,
h,verantworten,to take responsibility,felelősséget vállalni,verb,2015-04-28,5,,
h,verarbeiten,to process,"feldolgozni (anyagot, érzelmet); megmunkálni (anyagot)",verb,2014-05-01,5,,
h,verbessern,to improve,"kijavítani, javítani",verb,2014-05-01,5,,
h,verbieten + (D),"to forbid, to prohibit",megtiltani,verb,2014-10-13,5,,
h,"verbringen, verbrachte, verbrachten",to spend (time),eltölteni (időt),verb,2014-05-01,5,,
h,verdauen,to digest,"megemészteni (átv., bio.)",verb,2014-05-01,5,,
h,verdecken,to cover; to obscure,eltakarni,verb,2014-05-29,5,,
h,verderben + sich (D) + den Magen,to upset one's stomach,hasat elrontani,verb,2015-04-18,5,,
s,"verderben, verdarb, verdorben",to spoil; to rot; to perish (food),"megrohadni, megromlani (étel)",verb,2015-04-18,5,,
h,"verderben, verdarb, verdorben + (A)",to ruin sth; to render sth useless; to spoil sth,elrontani,verb,2015-04-18,5,,
h,"verderben, verdarb, verdorben + (D) + (A)",to deprive sb of sth; to rob sb of sth (feeling),elrontani,verb,2015-04-18,5,,
h,verdienen,to earn,keresni (pénzt); kiérdemelni,verb,2014-05-01,5,,
s,"verdrießen, verdross, verdrossen",to chagrin,bosszantani,verb,2014-10-12,5,,
h,"vergessen, vergaß, vergessen,  vergisst,  vergisst",to forget,elfelejteni,verb,2014-10-08,5,,
h,"vergleichen, verglich, verglichen",to compare,összehasonlítani,verb,2014-05-08,5,,
h,"vergleichen, verglich, verglichen",to compare,összehasonlítani,verb,2014-10-01,5,,
h,vergolden,"to gild, to gold-plate",bearanyozni (arannyal bevonni),verb,2014-05-07,5,,
h,vergrößern,to enlarge; to extend,megnagyobbítani,verb,2014-05-08,5,,
h,verhaften,to arrest,letartóztatni,verb,2015-03-30,5,,
h,verhalten,to behave,viselkedni,verb,2014-10-01,5,,
h,verhandeln,to negotiate; to bargain,tárgyalni; alkudozni,verb,2015-02-09,5,,
h,verhindern,to prevent,megelőzni; megakadályozni,verb,2014-05-10,5,,
h,verknüpfen,to associate,összekapcsolni,verb,2014-05-11,5,,
h,verlassen + sich (A) + auf (A),"to trust, to rely on",elhagyni,verb,2014-05-05,5,,
h,"verlassen, verließ, verlassen, verlässt, verlässt",to leave,elhagyni,verb,2014-05-05,5,,
h,verlaufen + sich (A),to get lost,elveszni,verb,2015-02-13,5,,
h,verlegen + (A),"to reschedule sth, to postpone sth; to relocate sth",áthelyezni,verb,2015-03-13,5,,
h,verletzen,"to injure, to hurt",megsérülni,verb,2014-05-01,5,,
s,"verliebt sein, bin, bist, ist, sein, seid, sein, waren, gewesen + in (A)",to be in love with sb,szerelmesnek lenni vkibe,verb,2014-10-11,5,,
h,"verlieren, verlor, verloren",to lose; to be lost,elveszíteni; elveszítve lenni,verb,2014-05-01,5,,
h,"vermeiden, vermied, vermieden",to avoid,elkerülni,verb,2014-07-06,5,,
h,vermuten,to assume; to suppose; to presume; to suspect; to guess,feltételezni,verb,2015-02-15,5,,
h,vernähen,to suture; to sew up,odavarrni,verb,2015-02-07,5,,
h,"vernehmen, vernahm, vernommen, vernimmst, vernimmt","to question, to examine",kihallgatni (rendőrségi),verb,2014-05-07,5,,
h,veröffentlichen,to publish,"publikálni, közzétenni",verb,2014-05-10,5,,
h,verpassen,to miss,lemaradni,verb,2014-05-01,5,,
h,"verraten, verriet, verraten, verrätst, verrät","to betray, to rat out; to reveal",elárulni,verb,2014-08-11,5,,
h,verrechnen + sich (A),to miscalculate,elszámolni magát,verb,2014-05-07,5,,
h,verreisen,to make a journey,elutazni,verb,2014-06-06,5,,
h,verriegeln,to bolt; to latch; to lock; to bar,reteszelni; alaposan bezárni,verb,2015-03-22,5,,
h,versauen,to mess up,elrontani (nagyon),verb,2015-03-13,5,,
h,versäumen,to miss,lemaradni,verb,2014-05-01,5,,
h,verschenken,to give away,odaajándékozni; elajándékozni,verb,2014-05-01,5,,
h,"verschieben, verschob, verschoben","to move, to shift; to postpone",eltolni; elhalasztani,verb,2014-05-01,5,,
h,verschlafen,"to oversleep, to sleep in",elaludni (túlaludni),verb,2014-05-07,5,,
h,verschlucken,to absorb,"lenyel, elnyel",verb,2015-02-28,5,,
h,verschlucken + sich (A),to choke on sth,félrenyelni vmit,verb,2015-02-28,5,,
h,verschwenden,to waste,"pazarolni, tékozolni, elpazarolni, eltékozolni",verb,2014-10-14,5,,
s,"verschwinden, verschwand, verschwunden","to vanish, to disappear",eltűnni,verb,2014-05-01,5,,
h,"versehen, versah, versehen",to provide (sth with sth),ellátni (vmit vmivel),verb,2014-06-04,5,,
h,versorgen,"to supply, to provide;  to treat (med.)",ellátni,verb,2014-05-01,5,,
h,"versprechen, versprach, versprochen, versprichst, verspricht",to promise,megígérni,verb,2014-09-10,5,,
h,verstecken,to hide,elrejteni,verb,2015-03-29,5,,
h,versterken,to strenghten,erősíteni,verb,2014-10-09,5,,
h,"verstoßen, verstieß, verstoßen, verstößt, verstößt + gegen (A)",to break (law),megsérteni (törvényt),verb,2015-02-07,5,,
s,verstummen,"to go mute, to fall silent","elnémulni, csöndben maradni",verb,2014-10-14,5,,
h,verteilen,"to distribute, to spread, to spread out","elosztani, kiosztani; kiadni",verb,2015-02-01,5,,
h,vertrauen,to trust,megbízni,verb,2015-02-15,5,,
h,vertrauen + auf (A),to trust sb,megbízni vmiben/vkiben,verb,2015-03-22,5,,
h,verursachen,to cause,okozni,verb,2014-06-04,5,,
h,verurteilen,to condemn,elítélni,verb,2015-03-09,5,,
h,verwechseln + mit (D),"to confuse with, to mistake with",összetéveszteni vmivel v. vkivel,verb,2014-05-01,5,,
h,verwenden,to use,"alkalmazni, használni",verb,2014-05-29,5,,
h,"verwenden, verwendete/verwandte, verwendet/verwandt",to use,használni,verb,2014-05-01,5,,
h,verwirklichen,"to substantiate, realize; to materialize; to achieve, to fulfil",megvalósítani,verb,2015-03-29,5,,
h,verwöhnen,to spoil,elkényeztetni,verb,2014-05-01,5,,
h,verwöhnen,"to indulge, to spoil",elkényeztetni,verb,2014-08-31,5,,
h,verwüsten,to devastate; to ruin,elpusztítani,verb,2015-02-05,5,,
h,verzehren,to consume,elfogyasztani,verb,2014-05-01,5,,
h,"verzeihen, verzieh, verziehen",to forgive; to pardon; to excuse,megbocsájtani,verb,2014-08-20,5,,
h,verzichten + auf (A),to do without,lemondani valamiről,verb,2015-02-09,5,,
s,verzweifeln,to panic,kétségbeesni,verb,2015-02-07,5,,
s,verzweifeln + über (A),to despair of sth,kétségbeesni vmitől,verb,2015-02-07,5,,
h,vögeln,to fuck (vulg),dugni (vulg),verb,2014-05-01,5,,
h,vollenden,to complete,befejezni,verb,2015-05-01,5,,
h,vorarbeiten,to assume; to require (as precondition),feltételezni,verb,2015-04-19,5,,
s,"vorausgehen, vorausging, vorausgegangen",to drive by,beugrani vkihez,verb,2014-05-09,5,,
s,vorausgesetzen,to come over,beugrani (beszélőhöz),verb,2014-05-09,5,,
s,"vorbeifahren, vorbeifuhr, vorbeigefahren, vorbeifährst, vorbeifährt",to end,véget érni,verb,2014-10-11,5,,
h,"vorbeikommen, vorbeikam, vorbeigekommen",to prepare,felkészülni,verb,2014-05-11,5,,
h,"vorbein sein, bin, bist, ist, sein, seid, sein, waren, gewesen",to bring forward (object); to put forward (topic),előrehozni (fizikai); felhozni (témát),verb,2014-05-07,5,,
h,vorbereiten,to intend,"tervezni, szándékozni",verb,2014-08-20,5,,
h,"vorbringen, vorbrachte, vorgebracht","to forecast, to predict",megjósolni vmit,verb,2014-05-07,5,,
s,"vorhaben, vorhabe, vorhast, vorhat, vorhaben, vorhabt, vorhaben, vorhatte, vorgehabt","to occur, to happen; to seem, to appear",előfordulni,verb,2014-08-20,5,,
h,vorhersagen,to run in front; to run ahead,előreszaladni,verb,2014-05-07,5,,
h,"vorhersehen, vorhersah, vorhergesehen",,előrelátni,verb,2015-05-01,5,,
h,"vorkommen, vorkam, vorgekommen","to present, to submit","bemutatni, prezentálni",verb,2015-05-01,5,,
h,vorlaufen,to read aloud,felolvasni,verb,2014-05-01,5,,
h,vorlegen,"to fool, to deceive (colloquial)",megtéveszteni vkit,verb,2014-08-31,5,,
h,"vorlesen, vorlas, vorgelesen, vorliest, vorliest",to lie to oneself,"beképzelni magának vmit, hazudni magának",verb,2014-08-31,5,,
h,vormachen + (D),to do preliminary work,előredolgozni,verb,2014-05-07,5,,
s,vormachen + sich (D),"to lead, to go ahead",előre menni (hely vagy idő),verb,2014-05-24,5,,
h,"vornehmen, vornahm, vorgenommen, vornimmst, vornimmt",to undertake,előrevenni (sorban); elővenni (vkit vmiért); eltervezni (vmit); elhatározni (vmit),verb,2014-05-07,5,,
h,"vorschlagen, vorschlug, vorgeschlagen, vorschlägst, vorschlägt",to propose,javasolni,verb,2014-05-18,5,,
h,"vorschreiben, vorschrieb, vorgeschrieben","to dictate, to command",előírni,verb,2014-05-29,5,,
h,"vorsehen, vorsah, vorgesehen",,előrelátni,verb,2015-05-01,5,,
h,"vorsehen, vorsah, vorgesehen + sich (A)",to be careful; to be prepared,felkészültnek lenni; óvatosnak lenni,verb,2015-05-01,5,,
h,"vorsingen, vorsang, vorgesungen",to sing,elénekelni,verb,2014-05-01,5,,
h,vorstellen,to introduce sb,bemutatni,verb,2014-05-09,5,,
h,vorstellen + sich (A),to introduce oneself,bemutatkozni,verb,2014-05-09,5,,
h,vorstellen + sich (D),to imagine,elképzelni,verb,2014-05-18,5,,
h,vorverlegen,to bring forward (in time); to accelarate,előrehozni (időt),verb,2014-05-07,5,,
h,"voten, voteten, gevotet",to vote,voksol,verb,2014-05-01,5,,
s,"wachsen, wuchs/wachste, gewachsen/gewachst, wächst/wachst, wächst/wachst"," to grow, to increase","nőni, növekedni",verb,2014-10-12,5,,
h,wagen,to risk,merészkedni,verb,2014-10-14,5,,
s,wandern,"to hike, to wander",kirándulni,verb,2014-05-10,5,,
h,warnen,to warn,figyelmeztetni,verb,2014-05-01,5,,
h,warten,to wait,várakozni,verb,2015-02-07,5,,
h,warten + auf (A),to wait for sth; to await sb/sth,várni vmit,verb,2015-02-07,5,,
h,"waschen, wusch, gewaschen, wäschst, wäscht",to wash,mosni,verb,2014-10-12,5,,
h,"weben, wob/webte, gewoben/gewebt",to intertwine,szőni,verb,2014-10-12,5,,
h,wecken,to arouse,fölébreszteni,verb,2014-05-01,5,,
h,"wegbringen, wegbrachte, weggebracht",to take,elvinni,verb,2014-05-01,5,,
h,"wegessen, wegaß, weggegessen",to eat sth. up (leaving nothing),elenni (vmit vki elől),verb,2014-05-07,5,,
h,"weggeben, weggab, weggegeben, weggibst, weggibt",to give away,odaadni,verb,2014-05-09,5,,
s,"weggehen, wegging, weggegangen",to go away,elmenni vhova; elmenni vhonnan,verb,2014-05-18,5,,
h,weglegen,to put away,elrakni,verb,2014-05-07,5,,
h,"wegnehmen, wegnahm, weggenommen, wegnimmst, wegnimmt","to remove, to take away",elvenni (vmit vhonnan),verb,2014-05-07,5,,
h,"wegtrinken, wegtrank, weggetrunken",to drink sth up (leaving nothing),elinni (vmit vki elől),verb,2014-05-07,5,,
h,"wegwerfen, wegwarf, weggeworfen, wegwirfst, wegwirft","to litter, to dump; to discard",eldobni; kidobni,verb,2014-08-06,5,,
s,"weichen, wich, gewichen",to yield,kitermelés,verb,2014-10-12,5,,
h,"weisen, wies, gewiesen, weist, weist",to indicate; to show,mutatni,verb,2014-10-12,5,,
h,"wenden, wandte/wendete, gewandt/gewendet + sich (A)", to turn; to turn around,"fordulni, megfordulni",verb,2014-10-12,5,,
h,"werben, warb, geworben, wirbst, wirbt",to recruit; to enlist,"szerezni; besorozni, toborozni",verb,2014-10-12,5,,
s,"werden, wurd, geworden, wirst, wird","to going to (future tense); to be done (passive), to become, to get, to turn",fogni (jövő idő); (passzív segédige); vmivé válni,verb,2014-10-12,5,,
h,"werfen, warf, geworfen, wirfst, wirft",to throw,dobni,verb,2014-10-12,5,,
h,wetten,to bet,fogadás (sport),verb,2014-05-01,5,,
s,"wichtig sein, bin, bist, ist, sein, seid, sein, waren, gewesen + für (A)",to be important,vki/vmi fontos,verb,2014-10-11,5,,
h,"widersetzen, widersetzte, widersetzt, widersetzt, widersetzt + sich (A)",to defy,ellenállást tanúsítani,verb,2014-05-07,5,,
h,"widersprechen, widersprach, widersprochen, widersprichst, widerspricht",to contradict; to object,visszabeszélni; ellentmondani,verb,2014-05-07,5,,
s,wieder|holen,,visszatérni,verb,2015-05-01,5,,
h,wieder|kehren,to repeat,ismételni,verb,2014-05-07,5,,
h,wiederholen,to repeat,ismételni,verb,2014-05-07,5,,
h,"winden, wand/windete, gewunden/gewindet",to wind; to twist; to squirm,teker; csűr-csavar,verb,2014-10-12,5,,
h,"wissen, weiß, weißt, weiß, wissen, wisst/wißt, wissen, wussten/wußten, gewusst/gewußt",to know,tudni,verb,2014-10-12,5,,
h,wohlfühlen,to feel comfortable,jól érezni magát,verb,2014-06-06,5,,
h,"wollen, will, willst, will, wollen, wollt, wollen, wollten, gewollt",to want,akarni,verb,2014-10-12,5,,
h,"wringen, wrang, gewrungen",to wring,szorítani,verb,2014-10-12,5,,
h,wüsten,to waste,pusztít,verb,2015-02-05,5,,
s,"wütend sein, bin, bist, ist, sein, seid, sein, waren, gewesen + auf (A)",to be angry at sb,haragudni vkire,verb,2014-10-18,5,,
h,zaubern,"to conjure, to perform magic",varázsolni,verb,2014-09-10,5,,
h,zeigen,to show,mutatni,verb,2014-10-10,5,,
h,"zeihen, ziehen, geziehen",to accuse,hibáztatni,verb,2014-10-12,5,,
h,"zerbrechen, zerbrach, zerbrochen, zerbrichst, zerbricht","to break; to break down, to destroy",széttörni,verb,2014-05-07,5,,
h,zerdrücken,to crush; to mash; to squash,szétnyomni,verb,2014-05-07,5,,
s,"zerfallen, zerfiel, zerfallen, zerfällst, zerfällt",to disintegrate; to decay,szétesni (átv is),verb,2014-05-07,5,,
h,zerkochen,to cook sth. to a pulp; to cook to rags,szétfőzni,verb,2014-05-07,5,,
h,zerlegen,"to dismantle, to disassemble; to decompose; to dismember, to dissect",szétszedni,verb,2014-05-15,5,,
h,zerstören,"to destroy, to demolish","elpusztít, tönkretesz",verb,2014-05-01,5,,
h,zerteilen,"to dissipate, to dissect",feldarabolni,verb,2014-05-07,5,,
h,"ziehen, zog, gezogen",to pull; to drag,húzni,verb,2014-10-12,5,,
h,zielen,to aim,célozni,verb,2014-09-29,5,,
h,zögern,to hesitate,hezitálni,verb,2015-02-28,5,,
h,zubereiten,to prepare (food),előkészíteni; elkészíteni (ételt),verb,2014-05-11,5,,
h,zudecken,"to cover, to cover up",betakarni,verb,2014-05-07,5,,
h,"zufrieren, zufror, zugefroren","to freeze over, to freeze up",befagyni,verb,2015-03-29,5,,
s,"zugehen, zuging, zugegangen",to approach; to shut,odamenni (vkihez); becsukódni,verb,2014-05-07,5,,
h,zuhören,to listen,odafigyelni (vkire),verb,2014-05-07,5,,
h,zulächeln + (D),to smile at sb.,rámosolyogni vkire,verb,2015-03-04,5,,
h,"zunehmen, zunahm, zugenommen, zunimmst, zunimmt",to gain weight,"hízni, felszedni",verb,2014-05-07,5,,
h,zuordnen,to assign,hozzárendelni,verb,2014-05-07,5,,
h,"zurückbringen, zurückbrachte, zurückgebracht",to bring back,visszavinni,verb,2014-05-07,5,,
h,"zurückdenken, zurückdachte, zurückdachten",to think back,visszagondolni,verb,2015-02-07,5,,
h,"zurückdenken, zurückdachte, zurückdachten + auf (A)",to reminisce about sth,visszagondolni vmire,verb,2015-02-07,5,,
h,zurückholen,to retrieve; to reclaim; to fetch back,visszahozni,verb,2014-05-07,5,,
s,zurückkehren,to be back; to come back,visszatérni,verb,2015-05-01,5,,
h,"zurücknehmen, zurücknahm, zurückgenommen, zurücknimmst, zurücknimmt",to withdraw; to retract,visszavenni,verb,2014-05-07,5,,
h,"zurückschlagen, zurückschlug, zurückgeschlagen, zurückschlägst, zurückschlägt",to strike back,visszaütni,verb,2014-05-07,5,,
h,zusagen,to accept; to promise to come,elfogadni; megígérni,verb,2014-05-18,5,,
s,"zusammenbrechen, zusammenbrach, zusammengebrochen, zusammenbrichst, zusammenbricht",to collapse (person),összeomlani (ember),verb,2014-05-07,5,,
h,"zusammenbringen, zusammenbrachte, zusammengebracht",to bring together; to scrape together,összehozni (egy helyre),verb,2014-05-07,5,,
